part,information,link
71-29-18416,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918416?pos=4
71-29-18416,"New Or Remanufactured:
                                                        

                                                            New",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918416?pos=4
71-29-18416,"Nose Cone Type:
                                                        

                                                            Open",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918416?pos=4
71-29-18416,"Solenoid Attached:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918416?pos=4
71-29-18416,"kW Rating (kW):
                                                        

                                                            0.6kW",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918416?pos=4
71-29-18416,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918416?pos=4
71-29-18416,"OE Manufacturer:
                                                        

                                                            Denso",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918416?pos=4
71-29-18416,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918416?pos=4
71-29-18416,"Number Of Pinion Teeth:
                                                        

                                                            9",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918416?pos=4
71-29-18416,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918416?pos=4
71-29-18416,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918416?pos=4
71-29-18425,"Warranty: 

1 Year Limited Warranty",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918425?pos=5
71-29-18425,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918425?pos=5
71-29-18425,"UPC: 

                                                            #
                                                            
                                                                661432257402",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918425?pos=5
71-29-18425,"Rotation Direction:
                                                        

                                                            Counter-Clockwise",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/712918425?pos=5
