名称,介绍,详情
华勤机械 5TS-45 玉米脱粒机,产品特点：华勤牌5TS-45型谷子脱粒机是国内唯一可带谷秆脱粒的“四清”型谷子脱粒机。该机采用先进的复合式滚筒脱粒技术，振动筛与可调风量双向清选技术，可一次性完成谷粒、谷糠、谷秕、杂余、谷秆的清选分离，具有脱粒净、分离清、损失小、效率高等诸多优点。,"
品牌:
华勤机械
类别:
玉米脱粒机
型号:
5TS-45
报价:
暂无
"
博远 3GCW 除草机,3GCW除草机产品特点：功能与适应性：主要用于果园、园林、草场、草地、绿地等各种场地的除杂草、修剪等作业。专业处理果树园林大草、密草、杂草。排草通畅，可靠性强，工作效率高。其中果园主要适用于矮砧密植园、新建幼龄园、老园间伐提干改造园。特点与技术性能：采用锤刀式高强度甩刀，拖拉机悬挂式，使用方便，能耗低，结构紧凑，性能可靠，作业效率高，切碎效果好，茬高可调。,"
品牌:
博远
类别:
除草机
型号:
3GCW
报价:
暂无
"
沃得农机 1JH系列 秸秆粉粹还田机,1JH系列秸秆粉粹还田机产品亮点：结构合理、经久耐用、性能稳定、保养费少。锤刀或刀片坚硬耐磨且有良好的粉碎效果，粉碎合格率90%以上，留茬高度50mm以下。定刀采用特制锯齿形，使该机的粉碎质量和使用寿命进一步提高，机械性能更加稳定。采用液压三点连接，运输方便，地头转弯灵活，对直行或者铺放在地面的玉米、高粱、麦稻类软杆及杂草有良好的粉碎效果。,"
品牌:
沃得农机
类别:
秸秆粉粹还田机
型号:
1JH系列
报价:
暂无
"
美诺 1700 马铃薯收获机,1700马铃薯收获机产品特点：☆一次性完成挖掘、输送分离、除秧、侧输出作业☆收净率高，破损率低，成本回收快☆采用两级输送分离装置，强制振动，两级除秧等机构，分离率高☆组合挖掘机构，保证挖掘深度一致☆浮动圆盘刀设计，更有效切断杂草，减少挖掘阻力☆采用国际先进工艺，铸胶皮带驱动轮，减小链条磨损，提高机器寿命。,"
品牌:
美诺
类别:
马铃薯收获机
型号:
1700
报价:
暂无
"
德邦大为 4SZ-4.0/4.5 割晒机,4SZ-0/5割晒机产品介绍：结构简单、体积小、重量轻、机动性好、操作方便、可靠性强等特点，它主要对于水稻农作物，油菜、大麦割晒效果特别优越。性能优势与特点：配有动力输出端，动力输出安全可靠；配有可调式电子方向盘（液压助力）；配有双联泵，转向、制动安全性能高；割台采用尼龙弹齿，弹力好、不夹草、不打粒，护刃器、刀片均为吉林工大产品，产品可靠性高；。,"
品牌:
德邦大为
类别:
割晒机
型号:
4SZ-4.0/4.5
报价:
暂无
"
凯斯纽荷兰 3020 割台,适用于收获大豆、豌豆和小扁豆等6140和7140收割机推荐选用割幅为6米、1米或者10.7米割刀能够在保持较大挠性范围的条件下实现压力可调，极大的降低了籽粒损失TerraFlexTM割刀浮动装置拥有更好的仿形性能3020割台配备了单侧重型摆环箱，1米和10.7米割台还可选配双摆环箱。,"
品牌:
凯斯纽荷兰
类别:
割台
型号:
3020
报价:
暂无
"
亚圣 4CS-120P 采茶机,亚圣 4CS-120P 采茶机是亚圣生产制造的采茶机。,"
品牌:
亚圣
类别:
采茶机
型号:
4CS-120P
报价:
暂无
"
东风农机 4MZ-3 采棉机,4MZ-3采棉机整机匹配合理、采净率高、含杂率低；发动机动力强劲，全球联保；操作控制系统具备状态显示和报警功能采棉头维护便捷可根据用户需求开发不同行距、行数的采棉机。,"
品牌:
东风农机
类别:
采棉机
型号:
4MZ-3
报价:
暂无
"
凯斯纽荷兰 4000 甘蔗收获机,"凯斯A4000甘蔗收获机是根据中国的市场需求专门设计的一款设备。其尺寸比传统的甘蔗收获机小，适合单双行,窄行距甘蔗收获，同时不会对邻行甘蔗蔗根造成碾压，宿根蔗产量高。A4000动力充足、设计简洁、操作简便、整机重量轻、机动性高、转弯半径小，优秀的底刀和除杂设计极大地减少了收获时甘蔗的损失、提高了宿根蔗的产量和获得含杂率极低的原料蔗。","
品牌:
凯斯纽荷兰
类别:
甘蔗收获机
型号:
4000
报价:
暂无
"
爱科 麦赛福格森MF DM306 牵引式圆盘割草压扁机,牵引作业时，可置于拖拉机左侧或右侧，比传统的只能单侧牵引多了 一种选择，也就能适应更多的作业模式和环境，比如收割倒伏、地头 作业等。,"
品牌:
爱科
类别:
牧草收获机
型号:
麦赛福格森MF DM306
报价:
暂无
"
五征 4QM 包膜机,4QM包膜机产品亮点:三点悬挂式，可方便地移动和作业；采用电控液压技术，自动化程度高，操作轻松方便；包膜速度恒定，可高效率作业；可通过操作控制盒调整旋转圈数，增加或减少包膜层数；。,"
品牌:
五征
类别:
包膜机
型号:
4QM
报价:
暂无
"
农哈哈 1LF-535 犁耙,1LF-535犁耙产品特点：本产品适用于比阻在120kpa以下，无秸秆和秸秆碎还田地块的翻耕作业。耕地平整，土块细碎。翻耕效果好，秸秆覆盖性好。可进行梭式作业，减少土地碾压次数，提高作业效率。关键部伯经过先进的热处理工艺加工坚固作业效率。采用优质钢材，整体重量轻。拖拉机配套性能优秀，油耗低、寿命长。坚固的犁头设计，能够承受高强度的作业冲击。,"
品牌:
农哈哈
类别:
犁耙
型号:
1LF-535
报价:
暂无
"
双天机械 1SZL-300 深耕机,1SZL-300深耕机1SZL深松整地联合作业机，可对土壤进行深松，应用这种技术是打破多年浅耕形成的坚硬犁底层，加厚松土层，改善土壤耕层结构，提高土壤的蓄水保墒能力和土地的透气性，增加地温，促进土壤熟化，提高土壤肥力，加速有效养分的积放过程。深层松土还能防止水土流失，使作物根系得到充分的发育和作物茎叶茁壮，增强坑风和防倒伏能力，为农作物高产稳定奠定良好基础。,"
品牌:
双天机械
类别:
深耕机
型号:
1SZL-300
报价:
暂无
"
凯尔 1KL-2B 开沟机,凯尔 1KL-2B 开沟机是凯尔生产制造的开沟机。,"
品牌:
凯尔
类别:
开沟机
型号:
1KL-2B
报价:
暂无
"
惠农 1GFM-180～230 灭茬机,1GFM-180～230灭茬机是一种秸秆还田作业机具，该机用于田间小麦、水稻等农作物高留茬及秸秆掩埋、旋耕、碎土作业，通过更换大锥齿轮位置和刀具安装方向可用于旋耕作业，解决了目前我国大中型拖拉机配套使用的旋耕机、秸秆还田机的工作效率低、作业质量差、作业成本高等技术问题。,"
品牌:
惠农
类别:
灭茬机
型号:
1GFM-180～230
报价:
暂无
"
盾田机械 1JSN-X 打浆机,1JSN-X打浆机水田埋荐打浆机能一次性完成旋耕、耙浆平地、覆盖等工序、操作简单、价格低、技术要求不高、比传统水田旋耕、耕地每亩地节约35元，还能省时间、省油、省工、减少了作业层次，符合“因地制宜、经济有效、保障安全、保护环境”的农业机械发展原则。,"
品牌:
盾田机械
类别:
打浆机
型号:
1JSN-X
报价:
暂无
"
约翰迪尔农机 2210 联合整地机,现有两大系列的新型约翰迪尔2210耕耘机，可以快速完成苗床的准备：整体水平调整式的设计适用于平地到缓坡土地的作业，浮动连接式的设计适用于崎岖不平的地形。两大系列的结构都十分坚固可靠，使得约翰迪尔耕耘机成为了苗床准备的首选农具。5级深度耙架和交错排列中间分离松土器铲柄，外加24英寸的底架间隙，使得2210拥有同类各型耕耘机中最优秀的残茬通过能力。,"
品牌:
约翰迪尔农机
类别:
联合整地机
型号:
2210
报价:
暂无
"
久保田农机 IKP-4 移栽机械,IKP-4蔬菜移栽机，智能高效，精准移栽，坚持人性化开发理念，研发出可多功能复合作业的产品，保障安全的同时，提高了效益。,"
品牌:
久保田农机
类别:
移栽机械
型号:
IKP-4
报价:
暂无
"
闽科 Hedge trimmer 绿篱修剪机,Hedgetrimmer该绿篱修剪车主要用于高速公路、市政园林、城市绿化、茶园采剪等大幅度修剪工程!通过调节开关可形成平形、梯形、塔形等形状的修剪，修剪速度每小时10-30公里，大幅度的提高了工作效率，减少了劳动力或不安全因素，增强了修剪效果。,"
品牌:
闽科
类别:
修剪机
型号:
Hedge trimmer
报价:
暂无
"
众荣农机 BT-4Pev 打秧机,众荣农机 BT-4Pev 打秧机是众荣农机生产制造的打秧机。,"
品牌:
众荣农机
类别:
打秧机
型号:
BT-4Pev
报价:
暂无
"
希森天成 4JM-360B 杀秧机,4JM-360B杀秧机其具体创新点有以下几个方面：杀秧刀双螺旋技术：该四垄马铃薯杀秧机的杀秧刀在杀秧轴上成双螺旋对称分布。杀秧片形状有5种，且长短不一，刀片于杀秧轴单一连接，某一杀秧刀损坏或磨损严重时可单独更换，调整、维修方便，且杀秧刀运动轨迹与垄型基本一致，保证粉碎效果。将薯田里的秧苗及杂草切除干净，利于后期马铃薯的收获。,"
品牌:
希森天成
类别:
杀秧机
型号:
4JM-360B
报价:
暂无
"
五征 3WP4-1100 喷雾剂,3WP4-1100喷雾剂装配国产名优全柴4108发动机，整机低震动、低噪音、低油耗。四轮液压驱动，动力强劲，全时自动防打滑。后轮油气减震独立悬挂，乘坐舒适，可应对较复杂路况。液控手柄操纵力小，换挡更加舒适，可直接前进后退无极切换。电液控喷杆升降拆叠机构，自动化程度高。多级过滤系统、大排量隔膜泵，作业精准，农药利用率高。机器小巧、离地间隙高，可对高杆作物实施喷药、初雄作业。,"
品牌:
五征
类别:
喷雾剂
型号:
3WP4-1100
报价:
暂无
"
奥龙农机 H360 无人机,H360无人机0北斗差分定位技术更精准首款基于北斗差分系统的商用单旋翼电动农用无人机厘米级差分定位，刷新农用无人机新高度支持三大卫星定位系统（中国北斗、美国GPS、俄罗斯GLONASS）0定高定速定距离更智能真是实现“定高、定速、定距离”的农用无人机药液流量和固态颗粒肥喷洒量智能调节。,"
品牌:
奥龙农机
类别:
无人机
型号:
H360
报价:
暂无
"
凯斯纽荷兰 3230 喷药机,3230喷药机你的农场需要一个喷药机。当你需要的时候，我们早已为您准备好了。它可以为每一个地块提供一致的、精确的应用程序，保证整个作业季平稳、可靠地工作。,"
品牌:
凯斯纽荷兰
类别:
喷药机
型号:
3230
报价:
暂无
"
博远 3GP-155 果园机,国内首创3GP-155自走式果园作业平台，集自走式收获辅助系统和平台操作为一体，可以提高果园作业效率，降低作业成本。全液压驱动，操作灵活，转弯半径小，关键液压和电器元件采用进口国际先进零部件，使用可靠。前、后叉果箱升降，平台升降和左右宽度调节全部采用液压驱动，是现代化果园的理想机具。,"
品牌:
博远
类别:
果园机
型号:
3GP-155
报价:
暂无
"
农哈哈 JP50-150 喷灌机,JP50-150喷灌机主要技术参数：PE管径：外径50mmPE管长：150米出水量：13-30方/小时喷洒幅宽：30-45米喷灌距离：最长180米入机压力：5-6压控制面积：90-150亩。,"
品牌:
农哈哈
类别:
喷灌机
型号:
JP50-150
报价:
暂无
"
爱科 麦赛福格森“全球系列”S1304-C(G4)/MF1304-B 拖拉机尊享版,爱科动力发动机，涡轮增压、中冷、高压共轨、柴油散热器等配置，保证发动机大扭矩、低油耗，稳定可靠。,"
马力:
100-160马力拖拉机
驱动方式:
四轮驱动
品牌:
爱科
类别:
拖拉机
"
雷鸣重工 4LZ-3 收割机,雷鸣重工 4LZ-3 收割机是雷鸣重工生产制造的收割产品为收割机。,"
收割产品:

品牌:
雷鸣重工
类别:
收割机
型号:
4LZ-3
"
鲁岳 4DL-5A 全喂入食用豆联合收割机,4DL-5A全喂入食用豆联合收割机为农业农村部南京农业机械化研究所与泰安鲁岳现代农业装备有限公司联合研制，国内开发成功实用型食用豆联合收割机，申请发明5项、实用新型14项，可选配加载北斗卫星导航定位系统、人工智能技术的无人联合收割机按预定路线行进收割作业。,"
品牌:
鲁岳
类别:
联合收割机
型号:
4DL-5A
报价:
暂无
"
大华机械 2BYF-5 播种机,大华机械 2BYF-5 播种机是大华机械生产制造的播种行数为播种机。,"
播种行数:

品牌:
大华机械
类别:
播种机
型号:
2BYF-5
"
中联重机 DC100/DC125/DC150 烘干机,DC100/DC125/DC150烘干机低转速螺旋输送，谷物破碎率低；采用低破碎提升机，谷物烘干品质高；薄层大风量干燥层，烘干效率高，品质好；配置粮食杂质除尘装置，有效降低含杂率；粮食流淌部位均采用特殊耐磨材料，使用寿命长；搅龙采用不锈钢等特殊耐磨材料，降低运转速度，提高耐磨性以及减少谷物损伤。,"
品牌:
中联重机
类别:
烘干机
型号:
DC100/DC125/DC150
报价:
暂无
"
